TestName,SubItem,SubSubItem,test time(s),Atlas_test_time(s),Atlas_SubItem,Atlas_Item,Is_Found,Commnet
Orion,ProviderModeOCP_Boost5V_CCEload2000mA,Eload_Current_2000mA_Actual_CC,0.001687,0.000550,ProviderModeOCP_Boost5V_CCEload2000mA,Orion ProviderModeOCP_Boost5V_CCEload2000mA Eload_Current_2000mA_Actual_CC,Y,short time
Orion,ProviderModeOCP_Boost5V_CCEload2000mA,PPVBUS_ORION_V_OC,0.106746,0.107208,ProviderModeOCP_Boost5V_CCEload2000mA,Orion ProviderModeOCP_Boost5V_CCEload2000mA PPVBUS_ORION_V_OC,Y,long time
Orion,ProviderModeOCP_Boost5V_CCEload2000mA,ELOAD_RESET_5,0.122089,0.010471,ProviderModeOCP_Boost5V_CCEload2000mA,Orion ProviderModeOCP_Boost5V_CCEload2000mA ELOAD_RESET_5,Y,short short time
Orion,ProviderModeOCP_Boost5V_CCEload2000mA,SystemScheduler,0.076585+0.018550+0.018938+0.017544+0.384633+0.122904+0.093729+1.510813+0.058267+0.102649+16.110140+0.001687+0.106746+0.122089,14.374219,,,,
,,,,,,,,
,,,,,,,,
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Bellatrix_HWReset_3_LOOP_2,0.821323,0.766364,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Bellatrix_HWReset_3_LOOP_2,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Delay_500MS_1_DEBUG,0.504260,0.515119,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Delay_500MS_1_DEBUG,Y,long time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Clear_Fault_5,0.100637,0.035105,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Clear_Fault_5,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Delay_500MS_2,0.506231,0.514476,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Delay_500MS_2,Y,long time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,2000mA_level_set_2,0.104855,0.023699,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn 2000mA_level_set_2,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Set_Eload1_50mA,0.118436,0.028543,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Set_Eload1_50mA,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Delay_100MS,0.103722,0.112408,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Delay_100MS,Y,long time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Set_Eload1_200mA,0.119459,0.027764,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Set_Eload1_200mA,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Delay_100MS_2,0.104690,0.108020,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Delay_100MS_2,Y,long time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Set_Eload1_1500mA,0.121157,0.028352,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Set_Eload1_1500mA,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,ELOAD_CURRENT,0.386404,0.289937,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn ELOAD_CURRENT,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,BATT_CURRENT_with_1500mA_Eload_Boost_On,0.145775,0.131339,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn BATT_CURRENT_with_1500mA_Eload_Boost_On,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Bellatrix_5v2_BST_Volt_with_1500mA_Eload_Boost_On,0.102948,0.098808,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Bellatrix_5v2_BST_Volt_with_1500mA_Eload_Boost_On,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,PPVCC_Main_with_Eload_Boost_On,0.102228,0.099432,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn PPVCC_Main_with_Eload_Boost_On,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Bellatrix_5V2_Efficiency,0.001442,0.000479,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,Orion BoostEfficiency_ProviderMode_VBAT4V3_BoostOn Bellatrix_5V2_Efficiency,Y,short time
Orion,BoostEfficiency_ProviderMode_VBAT4V3_BoostOn,SystemScheduler,0.821323+0.504260+0.100637+0.506231+0.104855+0.118436+0.103722+0.119459+0.104690+0.121157+0.386404+0.145775+0.102948+0.102228+0.001442,2.779845,,,,
,,,,,,,,
,,,,,,,,
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,PP5V2_BELLATRIX2_BOOST,0.101720,0.097077,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA PP5V2_BELLATRIX2_BOOST,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,PPVBUS_ORION,0.102596,0.098478,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA PPVBUS_ORION,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,EloadCurrent,0.387684,0.294279,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA EloadCurrent,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,DCR,0.001749,0.000520,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA DCR,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,ELOAD_RESET,0.122797,0.010382,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA ELOAD_RESET,Y,short short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,CCEload_Disable,0.114258,0.113081,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA CCEload_Disable,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Power_Eload_Turn_OFF,0.008697,0.008973,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Power_Eload_Turn_OFF,Y,long time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,ELOAD_INPUT1_Disconnect,0.028596,0.027367,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA ELOAD_INPUT1_Disconnect,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Clear_Fault_6,0.089229,0.034540,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Clear_Fault_6,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,ADC_CTRL,0.106909,0.030438,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA ADC_CTRL,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Bellatrix_HWReset_5,0.609371,0.141010,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Bellatrix_HWReset_5,Y,short short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Bellatrix_HWReset_6,0.613462,0.138941,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Bellatrix_HWReset_6,Y,short short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,LEVEL_50MA_SET,0.101449,0.031159,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA LEVEL_50MA_SET,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Disable_OAB3_PULL_DOWN_2,0.006430,0.004872,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Disable_OAB3_PULL_DOWN_2,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Disable_OAB3_PULL_UP_2,0.007105,0.004764,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Disable_OAB3_PULL_UP_2,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Bellatrix_HWReset_13,0.406302,0.101890,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Bellatrix_HWReset_13,Y,short short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,Orion_Isolate_Mode,0.096077,0.029788,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA Orion_Isolate_Mode,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,VBUS_ORION_To_OAB3_DISCONNECT,0.017101,0.010744,ProviderModeDCR_Boost5V_CCEload1500mA,Orion ProviderModeDCR_Boost5V_CCEload1500mA VBUS_ORION_To_OAB3_DISCONNECT,Y,short time
Orion,ProviderModeDCR_Boost5V_CCEload1500mA,SystemScheduler,0.101720+0.102596+0.387684+0.001749+0.122797+0.114258+0.008697+0.028596+0.089229+0.106909+0.609371+0.613462+0.101449+0.006430+0.007105+0.406302+0.096077+0.017101,1.178303,,,,
,,,,,,,,
,,,,,,,,
Orion,ADCRead_IsolateMode_VBUS0V,ADC_External_VBUS_Power,0.188540,0.070508,AdcRead_IsolateMode_VBUS0V,Orion AdcRead_IsolateMode_VBUS0V ADC_External_VBUS_Power,Y,short short time
Orion,ADCRead_IsolateMode_VBUS0V,SystemScheduler,0.188540,0.070508,,,,
,,,,,,,,
,,,,,,,,
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_VBAT_3V8,0.020470,0.016840,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Set_Vbat_to_3.8V,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_ORION_To_OAB3,0.014092,0.008903,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A VBUS_ORION_To_OAB3,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ORION_COMM_CONN_To_OAB3,0.007420,0.006383,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A ORION_COMM_CONN_To_OAB3,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Disconnect_USB_power,0.012328,0.011110,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Disconnect_USB_power,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_ORION_FB_To_OAB3,0.007328,0.006468,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A PPVBUS_ORION_FB_To_OAB3,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,GPIO_Disconn,0.011212,0.009979,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A GPIO_Disconn,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,CC_FLOAT,0.007625,0.007914,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A CC_FLOAT,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_stop,0.111987,0.128737,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A aid_fw_control_stop,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Disable_OAB3_PULL_DOWN,0.008252,0.005521,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Disable_OAB3_PULL_DOWN,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Disable_OAB3_PULL_UP_1,0.006584,0.005208,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Disable_OAB3_PULL_UP_1,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_start,1.053545,1.062088,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A aid_fw_control_start,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_WAITFORID,1.006631,1.006590,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A aid_fw_control_WAITFORID,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,TX_EN_1,0.005669,0.004909,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A TX_EN_1,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_OAB3_PULL_UP,0.005499,0.005157,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Enable_OAB3_PULL_UP,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Bellatrix_HWReset_1,0.456362,0.275518,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Bellatrix_HWReset_1,Y,short short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Bellatrix_HWReset_2,0.460729,0.295619,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Bellatrix_HWReset_2,Y,short short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,USB_POWER_ON_1,0.008993,0.009686,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A USB_POWER_ON_1,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_ORION_USB,0.012534,0.015913,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A VBUS_ORION_USB,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_SET_9V,0.020393,0.020516,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A VBUS_SET_9V,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Check_Status,0.109022,0.022483,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Check_Status,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ACE_SRD_1,0.100245,0.047066,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A ACE_SRD_1,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_2000MS_1,2.007188,2.006616,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A DELAY_2000MS_2,N,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_current_limit_3000mA9V,0.214367,0.161154,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Set_current_limit_3000mA9V,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_1,0.102711,0.111556,ConsumerModeCharging_PPVBUS_ORION_9V3A,Orion ConsumerModeCharging_PPVBUS_ORION_9V3A DELAY_100MS_1,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_HV_Charge,0.090604,0.029657,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Enable_HV_Charge,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_2,0.107077,0.115702,ConsumerModeCharging_PPVBUS_ORION_9V3A,Orion ConsumerModeCharging_PPVBUS_ORION_9V3A DELAY_100MS_2,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_ORION_Debug,0.103945,0.097711,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A PPVBUS_ORION_Debug,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_PROT_Debug,0.103169,0.098916,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A PPVBUS_PROT_Debug,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,BATT_SNS,0.108843,0.100377,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A BATT_SNS,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ELOAD_INPUT1_TO_PPVCC_MAIN,0.019507,0.020259,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A ELOAD_INPUT1_TO_PPVCC_MAIN,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_Eload1_After_Connect,0.008390,0.008678,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Enable_Eload1_After_Connect,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_Eload1_50mA,0.119127,0.027419,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Set_Eload1_50mA,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_4,0.101583,0.115271,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeCharging_PPVBUS_ORION_9V3A DELAY_100MS_4,N,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_Eload1_200mA,0.121393,0.029563,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Set_Eload1_200mA,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_5,0.106938,0.113247,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeCharging_PPVBUS_ORION_9V3A DELAY_100MS_5,N,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,1000mA_ELOAD_SET,0.117831,0.030450,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A 1000mA_ELOAD_SET,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_6,0.103567,0.113808,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeCharging_PPVBUS_ORION_9V3A DELAY_100MS_6,N,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ORION_Current_Debug,0.144611,0.129709,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A ORION_Current_Debug,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,POTOMAC_ADC_READ,0.206607,0.134341,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A POTOMAC_ADC_READ,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion_LowSpeed_Comm,0.114115,0.033138,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Orion_LowSpeed_Comm,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enter_HsAID_mode,0.091835,0.028586,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Enter_HsAID_mode,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Width measure control(0),0.006320,0.006109,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Width measure control(0),Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(SWITCH2HS),0.006655,0.007136,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A AID_FW_Control(SWITCH2HS),Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_7,0.103381,0.115441,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A DELAY_100MS_7,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(WAITFORID),1.007015,1.006893,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A AID_FW_Control(WAITFORID),Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Uartpassthrough,1.504880,0.000582,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Uartpassthrough,Y,short short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS_1,1.002857,1.012660,ContactContamination_PWR_GND_150K_4uA,Orion ContactContamination_PWR_GND_150K_4uA DELAY_1000MS_1,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Xavier_UART_SET_1M,0.008063,0.006856,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Xavier_UART_SET_1M,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS_2,1.003183,1.014824,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A DELAY_1000MS_2,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Send_ABCD,4.014558,2.631007,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Send_ABCD,Y,short short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ABCD,0.002329,0.000521,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A ABCD,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_500MS_3,0.504885,0.508276,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A DELAY_500MS_3,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(stop),0.108487,0.127645,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A AID_FW_Control(stop),Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS,1.003317,1.015228,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A DELAY_1000MS,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,UUT_UART_SET_115200,2.141031,2.074524,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A UUT_UART_SET_115200,Y,short time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_500MS_4,0.502309,0.515774,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A DELAY_500MS_4,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Xavier_UART_SET_115200,0.006354,0.006810,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A Xavier_UART_SET_115200,Y,long time
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,SystemScheduler,0.020470+0.014092+0.007420+0.012328+0.007328+0.011212+0.007625+0.111987+0.008252+0.006584+1.053545+1.006631+0.005669+0.005499+0.456362+0.460729+0.008993+0.012534+0.020393+0.109022+0.100245+2.007188+0.214367+0.102711+0.090604+0.107077+0.103945+0.103169+0.108843+0.019507+0.008390+0.119127+0.101583+0.121393+0.106938+0.117831+0.103567+0.144611+0.206607+0.114115+0.091835+0.006320+0.006655+0.103381+1.007015+1.504880+1.002857+0.008063+1.003183+4.014558+0.002329+0.504885+0.108487+1.003317+2.141031+0.502309+0.006354,16.529052,,,,
,,,,,,,,
,,,,,,,,
PMU,FrequencyCheck,DELAY_500MS_1,0.505017,0.512060,FrequencyCheck,PMU FrequencyCheck DELAY_500MS_1,Y,long time
